100 ; 1 ;9405 ; 7428 ; 0,0004160000 ; 
100 ; 2 ;8019 ; 7107 ; 0,0003335000 ; 
100 ; 3 ;8019 ; 7755 ; 0,0003554000 ; 
100 ; 4 ;9207 ; 7473 ; 0,0003859000 ; 
100 ; 5 ;9207 ; 7752 ; 0,0003945000 ; 
100 ; 6 ;8316 ; 7497 ; 0,0002854000 ; 
100 ; 7 ;9009 ; 7560 ; 0,0110102000 ; 
100 ; 8 ;8118 ; 7341 ; 0,0000658000 ; 
100 ; 9 ;9108 ; 7611 ; 0,0000985000 ; 
100 ;10 ;9504 ; 6759 ; 0,0000757000 ; 
100 ;11 ;9405 ; 7590 ; 0,0000681000 ; 
100 ;12 ;7326 ; 6879 ; 0,0001371000 ; 
100 ;13 ;8019 ; 6981 ; 0,0000838000 ; 
100 ;14 ;9306 ; 6984 ; 0,0000891000 ; 
100 ;15 ;9306 ; 8502 ; 0,0001178000 ; 
100 ;16 ;8514 ; 7215 ; 0,0000644000 ; 
100 ;17 ;9009 ; 6756 ; 0,0001200000 ; 
100 ;18 ;8910 ; 7770 ; 0,0001075000 ; 
100 ;19 ;9108 ; 8343 ; 0,0000722000 ; 
100 ;20 ;9405 ; 7560 ; 0,0000771000 ; 
100 ;21 ;8910 ; 7191 ; 0,0000784000 ; 
100 ;22 ;9306 ; 7404 ; 0,0000903000 ; 
100 ;23 ;8910 ; 6510 ; 0,0000790000 ; 
100 ;24 ;9603 ; 7926 ; 0,0000700000 ; 
100 ;25 ;9306 ; 7119 ; 0,0000747000 ; 
100 ;26 ;8316 ; 7857 ; 0,0000675000 ; 
100 ;27 ;8415 ; 7965 ; 0,0000734000 ; 
100 ;28 ;9207 ; 7254 ; 0,0001079000 ; 
100 ;29 ;9207 ; 8187 ; 0,0001024000 ; 
100 ;30 ;9108 ; 6132 ; 0,0000674000 ; 
1000 ; 1 ;973026 ; 734706 ; 0,0045524000 ; 
1000 ; 2 ;965034 ; 733251 ; 0,0055177000 ; 
1000 ; 3 ;941058 ; 731592 ; 0,0069389000 ; 
1000 ; 4 ;915084 ; 745422 ; 0,0023363000 ; 
1000 ; 5 ;973026 ; 786396 ; 0,0023687000 ; 
1000 ; 6 ;989010 ; 782820 ; 0,0045197000 ; 
1000 ; 7 ;946053 ; 747966 ; 0,0068407000 ; 
1000 ; 8 ;952047 ; 742629 ; 0,0061904000 ; 
1000 ; 9 ;985014 ; 765693 ; 0,0045357000 ; 
1000 ;10 ;974025 ; 745026 ; 0,0026314000 ; 
1000 ;11 ;958041 ; 736752 ; 0,0050439000 ; 
1000 ;12 ;933066 ; 740796 ; 0,0067275000 ; 
1000 ;13 ;969030 ; 739803 ; 0,0040706000 ; 
1000 ;14 ;974025 ; 729603 ; 0,0042625000 ; 
1000 ;15 ;907092 ; 765738 ; 0,0078908000 ; 
1000 ;16 ;948051 ; 748767 ; 0,0045790000 ; 
1000 ;17 ;952047 ; 747672 ; 0,0038234000 ; 
1000 ;18 ;979020 ; 782292 ; 0,0037378000 ; 
1000 ;19 ;935064 ; 737628 ; 0,0025250000 ; 
1000 ;20 ;985014 ; 729255 ; 0,0039648000 ; 
1000 ;21 ;951048 ; 741063 ; 0,0050769000 ; 
1000 ;22 ;923076 ; 747405 ; 0,0035856000 ; 
1000 ;23 ;942057 ; 738453 ; 0,0040812000 ; 
1000 ;24 ;951048 ; 743517 ; 0,0040427000 ; 
1000 ;25 ;963036 ; 759045 ; 0,0049161000 ; 
1000 ;26 ;960039 ; 760692 ; 0,0047556000 ; 
1000 ;27 ;942057 ; 757500 ; 0,0045498000 ; 
1000 ;28 ;988011 ; 735414 ; 0,0044857000 ; 
1000 ;29 ;980019 ; 761544 ; 0,0039815000 ; 
1000 ;30 ;968031 ; 740760 ; 0,0043599000 ; 
10000 ; 1 ;98570142 ; 74932773 ; 0,3091766000 ; 
10000 ; 2 ;99330066 ; 75631221 ; 0,2965635000 ; 
10000 ; 3 ;98770122 ; 74285793 ; 0,2855694000 ; 
10000 ; 4 ;99010098 ; 75259359 ; 0,3313294000 ; 
10000 ; 5 ;99280071 ; 75210477 ; 0,2802599000 ; 
10000 ; 6 ;98450154 ; 75165585 ; 0,2791716000 ; 
10000 ; 7 ;98340165 ; 74836623 ; 0,2899706000 ; 
10000 ; 8 ;98530146 ; 75910854 ; 0,2843914000 ; 
10000 ; 9 ;99040095 ; 75193362 ; 0,2960898000 ; 
10000 ;10 ;98830116 ; 75183720 ; 0,3690624000 ; 
10000 ;11 ;99600039 ; 75037713 ; 0,3568564000 ; 
10000 ;12 ;99270072 ; 74450838 ; 0,3604374000 ; 
10000 ;13 ;99350064 ; 74830338 ; 0,3518511000 ; 
10000 ;14 ;98800119 ; 75547080 ; 0,2848262000 ; 
10000 ;15 ;98990100 ; 74990028 ; 0,3484684000 ; 
10000 ;16 ;99060093 ; 75591480 ; 0,2794136000 ; 
10000 ;17 ;97870212 ; 75607941 ; 0,3442792000 ; 
10000 ;18 ;99210078 ; 74532960 ; 0,2969113000 ; 
10000 ;19 ;96570342 ; 74185998 ; 0,3366330000 ; 
10000 ;20 ;98740125 ; 75242703 ; 0,3438180000 ; 
10000 ;21 ;99180081 ; 75420894 ; 0,3480574000 ; 
10000 ;22 ;99480051 ; 74826084 ; 0,2815327000 ; 
10000 ;23 ;97620237 ; 74011470 ; 0,3151554000 ; 
10000 ;24 ;99240075 ; 75908526 ; 0,2860064000 ; 
10000 ;25 ;96340365 ; 74801811 ; 0,2753684000 ; 
10000 ;26 ;98620137 ; 76311138 ; 0,2729539000 ; 
10000 ;27 ;99100089 ; 75400245 ; 0,2819231000 ; 
10000 ;28 ;98540145 ; 75082713 ; 0,2769733000 ; 
10000 ;29 ;98620137 ; 75071895 ; 0,2749124000 ; 
10000 ;30 ;99520047 ; 75164691 ; 0,2936672000 ; 
